"ID","Comune","ID Provincia","ID Regione","Codice Catastale","Coordinate Nord","Coordinate Est","Coordinate Dec Nord","Coordinate Dec Est"
"2473","Blello","90","19","A903","45,50,14","9,34,3","45.83722222222222","9.567499999999999"
"2474","Bolgare","90","19","A937","45,38,5","9,48,54","45.63472222222222","9.815000000000001"
"2475","Boltiere","90","19","A950","45,36,3","9,34,48","45.600833333333334","9.58"
"2476","Bonate Sopra","90","19","A963","45,40,59","9,33,32","45.683055555555555","9.55888888888889"
"2477","Bonate Sotto","90","19","A962","45,40,3","9,33,42","45.6675","9.561666666666667"
"2478","Borgo Di Terzo","90","19","B010","45,43,24","9,53,32","45.723333333333336","9.892222222222221"
"2479","Bossico","90","19","B083","45,49,46","10,2,33","45.82944444444445","10.0425"
"2480","Bottanuco","90","19","B088","45,38,29","9,30,16","45.64138888888889","9.504444444444445"
"2481","Bracca","90","19","B112","45,49,34","9,42,28","45.82611111111112","9.707777777777777"
"2482","Branzi","90","19","B123","46,0,22","9,45,38","46.00611111111111","9.760555555555555"
"2483","Brembate","90","19","B137","45,36,16","9,33,24","45.60444444444445","9.556666666666667"
"2484","Brembate Di Sopra","90","19","B138","45,43,15","9,35,4","45.72083333333334","9.584444444444445"
"2485","Brembilla","90","19","B140","45,49,15","9,35,54","45.82083333333334","9.598333333333334"
"2486","Brumano","90","19","B217","45,51,23","9,30,0","45.85638888888889","9.5"
"2487","Brusaporto","90","19","B223","45,40,25","9,45,38","45.67361111111111","9.760555555555555"
"2488","Calcinate","90","19","B393","45,37,11","9,47,53","45.61972222222222","9.798055555555555"
"2489","Calcio","90","19","B395","45,30,30","9,51,14","45.50833333333333","9.85388888888889"
"2490","Calvenzano","90","19","B442","45,29,42","9,36,2","45.495","9.600555555555555"
"2491","Camerata Cornello","90","19","B471","45,54,14","9,39,12","45.903888888888886","9.653333333333334"
"2492","Capizzone","90","19","B661","45,47,7","9,34,5","45.78527777777778","9.568055555555555"
"2493","Capriate San Gervasio","90","19","B703","45,36,34","9,31,47","45.60944444444445","9.529722222222222"
"2494","Caprino Bergamasco","90","19","B710","45,44,51","9,28,54","45.7475","9.481666666666667"
"2495","Caravaggio","90","19","B731","45,29,51","9,38,38","45.4975","9.643888888888888"
"2496","Carobbio Degli Angeli","90","19","B801","45,40,16","9,50,11","45.67111111111111","9.836388888888889"
"2497","Carona","90","19","B803","46,1,18","9,46,45","46.02166666666667","9.779166666666667"
"2498","Carvico","90","19","B854","45,42,22","9,28,52","45.70611111111111","9.481111111111112"
"2499","Casazza","90","19","B947","45,45,12","9,54,30","45.75333333333333","9.908333333333333"
"2500","Casnigo","90","19","B978","45,49,9","9,52,0","45.81916666666667","9.866666666666667"
"2501","Cassiglio","90","19","C007","45,58,7","9,36,44","45.968611111111116","9.612222222222222"
"2502","Castel Rozzone","90","19","C255","45,33,20","9,37,30","45.55555555555555","9.625"
"2503","Castelli Calepio","90","19","C079","45,38,27","9,54,10","45.64083333333333","9.902777777777779"
"2504","Castione Della Presolana","90","19","C324","45,54,31","10,2,3","45.90861111111111","10.034166666666666"
"2505","Castro","90","19","A412","40,0,27","18,25,41","40.0075","18.428055555555556"
"2506","Cavernago","90","19","C396","45,37,51","9,45,59","45.630833333333335","9.766388888888889"
"2507","Cenate Sopra","90","19","C456","45,42,42","9,49,36","45.711666666666666","9.826666666666666"
"2508","Cenate Sotto","90","19","C457","45,41,59","9,49,27","45.69972222222222","9.824166666666667"
"2509","Cene","90","19","A365","45,46,51","9,49,34","45.780833333333334","9.82611111111111"
"2510","Cerete","90","19","C506","45,51,49","9,59,30","45.86361111111111","9.991666666666665"
"2511","Chiuduno","90","19","C649","45,39,5","9,51,1","45.65138888888889","9.850277777777777"
"2512","Cisano Bergamasco","90","19","C728","45,44,43","9,28,26","45.74527777777778","9.473888888888888"
"2513","Ciserano","90","19","C730","45,35,14","9,36,9","45.58722222222222","9.6025"
"2514","Cividate Al Piano","90","19","C759","45,33,23","9,50,6","45.55638888888888","9.835"
"2515","Clusone","90","19","C800","45,53,30","9,56,46","45.891666666666666","9.946111111111112"
"2516","Colere","90","19","C835","45,58,32","10,4,59","45.97555555555556","10.083055555555555"
"2517","Cologno Al Serio","90","19","C894","45,34,49","9,42,27","45.58027777777778","9.7075"
"2518","Colzate","90","19","C910","45,49,8","9,51,23","45.81888888888889","9.856388888888889"
"2519","Comun Nuovo","90","19","C937","45,37,22","9,39,43","45.62277777777778","9.661944444444444"
"2520","Corna Imagna","90","19","D015","45,49,59","9,32,41","45.83305555555556","9.544722222222221"
"2521","Cornalba","90","19","D016","45,51,9","9,44,42","45.8525","9.745"
"2522","Cortenuova","90","19","D066",,,"NaN","NaN"
"2523","Costa Di Mezzate","90","19","D110","45,39,49","9,47,35","45.66361111111111","9.793055555555556"
"2524","Costa Di Serina","90","19","D111","45,49,56","9,44,38","45.83222222222223","9.743888888888888"
"2525","Costa Valle Imagna","90","19","D103","45,48,11","9,30,19","45.80305555555555","9.505277777777778"
"2526","Costa Volpino","90","19","D117","45,49,53","10,5,38","45.831388888888895","10.09388888888889"
"2527","Covo","90","19","D126","45,30,6","9,46,17","45.501666666666665","9.77138888888889"
"2528","Credaro","90","19","D139","45,39,38","9,55,39","45.660555555555554","9.9275"
"2529","Curno","90","19","D221","45,41,31","9,36,40","45.69194444444444","9.61111111111111"
"2530","Cusio","90","19","D233","45,59,32","9,36,12","45.992222222222225","9.603333333333333"
"2531","Dalmine","90","19","D245","45,38,49","9,36,2","45.64694444444444","9.600555555555555"
"2532","Dossena","90","19","D352","45,52,50","9,42,7","45.88055555555555","9.701944444444443"
"2533","Endine Gaiano","90","19","D406","45,47,32","9,58,27","45.79222222222222","9.974166666666667"
"2534","Entratico","90","19","D411","45,42,25","9,52,30","45.706944444444446","9.875"
"2535","Fara Olivana Con Sola","90","19","D491","45,29,44","9,44,57","45.495555555555555","9.749166666666666"
"2536","Fino Del Monte","90","19","D604","45,53,33","9,59,41","45.8925","9.99472222222222"
"2537","Fiorano Al Serio","90","19","D606","45,48,3","9,50,35","45.80083333333333","9.843055555555557"
"2538","Fontanella","90","19","D672","45,28,13","9,48,6","45.47027777777778","9.801666666666668"
"2539","Fonteno","90","19","D684","45,45,33","10,1,12","45.759166666666665","10.020000000000001"
"2540","Foppolo","90","19","D688","46,2,46","9,45,6","46.04611111111111","9.751666666666667"
"2541","Foresto Sparso","90","19","D697","45,41,51","9,54,23","45.6975","9.90638888888889"
"2542","Fornovo San Giovanni","90","19","D727","45,29,52","9,40,40","45.49777777777778","9.677777777777777"
"2543","Fuipiano Valle Imagna","90","19","D817","45,51,16","9,31,41","45.85444444444445","9.528055555555556"
"2544","Gandellino","90","19","D903","45,59,28","9,56,52","45.99111111111111","9.947777777777778"
"2545","Gandino","90","19","D905","45,48,44","9,54,19","45.81222222222222","9.905277777777778"
"2546","Gandosso","90","19","D906","45,39,49","9,53,14","45.66361111111111","9.887222222222222"
"2547","Gaverina Terme","90","19","D943","45,45,41","9,53,5","45.76138888888889","9.884722222222221"
"2548","Gazzaniga","90","19","D952","45,47,57","9,50,7","45.799166666666665","9.835277777777778"
"2549","Gerosa","90","19","D991","45,51,7","9,34,19","45.85194444444445","9.571944444444444"
"2550","Ghisalba","90","19","E006","45,35,39","9,45,15","45.594166666666666","9.754166666666666"
"2551","Gorlago","90","19","E100","45,40,38","9,49,36","45.67722222222222","9.826666666666666"
"2552","Gorle","90","19","E103","45,42,19","9,43,10","45.70527777777778","9.719444444444445"
"2553","Gorno","90","19","C826","45,51,54","9,50,36","45.865","9.843333333333334"
"2554","Grassobbio","90","19","E148","45,39,34","9,43,25","45.659444444444446","9.723611111111111"
"2555","Gromo","90","19","E189","45,58,6","9,55,42","45.968333333333334","9.928333333333333"
"2556","Grone","90","19","E192","45,43,46","9,54,41","45.72944444444445","9.911388888888888"
"2557","Grumello Del Monte","90","19","E219","45,38,13","9,52,20","45.636944444444445","9.872222222222224"
"2558","Isola Di Fondra","90","19","E353","45,58,50","9,44,51","45.980555555555554","9.747499999999999"
"2559","Isso","90","19","A165","45,28,39","9,45,38","45.4775","9.760555555555555"
"2560","Lallio","90","19","E422","45,40,2","9,37,48","45.66722222222222","9.63"
"2561","Leffe","90","19","E509","45,48,7","9,53,10","45.801944444444445","9.886111111111111"
"2562","Lenna","90","19","E524","45,56,43","9,40,44","45.945277777777775","9.678888888888888"
"2563","Levate","90","19","E562","45,37,34","9,37,30","45.626111111111115","9.625"
"2564","Locatello","90","19","E640","45,50,25","9,32,7","45.84027777777778","9.535277777777777"
"2565","Lovere","90","19","E704","45,49,13","10,4,37","45.82027777777778","10.076944444444445"
"2566","Lurano","90","19","E751","45,33,56","9,38,27","45.565555555555555","9.640833333333333"
"2567","Luzzana","90","19","E770","45,42,59","9,52,53","45.71638888888889","9.881388888888889"
"2568","Madone","90","19","E794","45,39,2","9,32,56","45.650555555555556","9.54888888888889"
"2569","Mapello","90","19","E901","45,42,44","9,32,53","45.71222222222222","9.548055555555555"
"2570","Martinengo","90","19","E987","45,34,16","9,46,5","45.571111111111115","9.768055555555556"
"2571","Medolago","90","19","F085","45,40,19","9,29,38","45.67194444444444","9.493888888888888"
"2572","Mezzoldo","90","19","F186","46,0,50","9,39,55","46.013888888888886","9.665277777777778"
"2573","Monasterolo Del Castello","90","19","F328","45,45,50","9,55,59","45.763888888888886","9.933055555555555"
"2574","Montello","90","19","C670","45,40,22","9,48,0","45.672777777777775","9.8"
"2575","Morengo","90","19","F720","45,32,6","9,42,21","45.535","9.705833333333333"
"2576","Mornico Al Serio","90","19","F738","45,35,35","9,48,31","45.59305555555556","9.808611111111112"
"2577","Mozzanica","90","19","F786","45,28,38","9,41,37","45.477222222222224","9.693611111111112"
"2578","Mozzo","90","19","F791","45,42,13","9,36,32","45.703611111111115","9.608888888888888"
"2579","Nembro","90","19","F864","45,44,53","9,45,38","45.74805555555556","9.760555555555555"
"2580","Olmo Al Brembo","90","19","G049","45,58,21","9,39,1","45.972500000000004","9.650277777777777"
"2581","Oltre Il Colle","90","19","G050","45,53,32","9,46,14","45.89222222222222","9.770555555555557"
"2582","Oltressenda Alta","90","19","G054","45,54,59","9,56,44","45.91638888888889","9.945555555555556"
"2583","Oneta","90","19","D834","45,52,26","9,49,11","45.87388888888889","9.819722222222222"
"2584","Onore","90","19","G075","45,53,30","10,0,34","45.891666666666666","10.009444444444444"
"2585","Orio Al Serio","90","19","G108","45,40,35","9,41,33","45.67638888888889","9.6925"
"2586","Ornica","90","19","G118","45,59,26","9,34,45","45.99055555555556","9.579166666666666"
"2587","Osio Sopra","90","19","G159","45,37,50","9,35,32","45.63055555555555","9.592222222222222"
"2588","Osio Sotto","90","19","G160","45,37,3","9,35,31","45.6175","9.591944444444445"
"2589","Pagazzano","90","19","G233","45,32,0","9,40,18","45.53333333333333","9.671666666666667"
"2590","Paladina","90","19","G249","45,43,52","9,36,16","45.73111111111111","9.604444444444445"
"2591","Palazzago","90","19","G259","45,45,15","9,32,8","45.75416666666667","9.535555555555556"
"2592","Palosco","90","19","G295","45,35,5","9,50,6","45.584722222222226","9.835"
"2593","Parre","90","19","G346","45,52,45","9,53,30","45.87916666666667","9.891666666666666"
"2594","Parzanica","90","19","G350","45,44,19","10,2,2","45.73861111111111","10.033888888888889"
"2595","Pedrengo","90","19","G412","45,42,5","9,43,56","45.70138888888889","9.732222222222223"
"2596","Peia","90","19","G418","45,48,8","9,53,58","45.80222222222222","9.899444444444445"
"2597","Pianico","90","19","G564","45,48,43","10,2,44","45.81194444444444","10.045555555555556"
"2598","Piario","90","19","G574","45,53,53","9,55,34","45.89805555555556","9.92611111111111"
"2599","Piazza Brembana","90","19","G579","45,57,3","9,40,25","45.950833333333335","9.67361111111111"
"2600","Piazzatorre","90","19","G583","45,59,32","9,40,54","45.992222222222225","9.681666666666667"
"2601","Piazzolo","90","19","G588","45,58,52","9,40,18","45.98111111111111","9.671666666666667"
"2602","Pognano","90","19","G774","45,35,12","9,38,28","45.586666666666666","9.64111111111111"
"2603","Ponte Nossa","90","19","F941","45,52,0","9,52,54","45.86666666666667","9.881666666666668"
"2604","Ponte San Pietro","90","19","G856","45,41,57","9,35,28","45.69916666666666","9.591111111111111"
"2605","Ponteranica","90","19","G853","45,44,20","9,40,14","45.73888888888889","9.670555555555556"
"2606","Pontida","90","19","G864","45,43,59","9,30,10","45.73305555555556","9.502777777777778"
"2607","Pontirolo Nuovo","90","19","G867","45,34,12","9,34,2","45.57","9.567222222222222"
"2608","Pradalunga","90","19","G968","45,45,2","9,47,16","45.75055555555556","9.787777777777778"
"2609","Predore","90","19","H020","45,40,59","10,1,13","45.683055555555555","10.020277777777778"
"2610","Premolo","90","19","H036","45,52,16","9,52,30","45.87111111111111","9.875"
"2611","Presezzo","90","19","H046","45,41,36","9,34,4","45.69333333333333","9.567777777777778"
"2612","Pumenengo","90","19","H091","45,28,52","9,52,8","45.48111111111111","9.86888888888889"
"2613","Ranica","90","19","B389","45,43,45","9,42,58","45.72916666666667","9.716111111111111"
"2614","Ranzanico","90","19","H177","45,47,28","9,56,11","45.79111111111111","9.936388888888889"
"2615","Riva Di Solto","90","19","H331","45,46,33","10,2,27","45.77583333333333","10.040833333333333"
"2616","Rogno","90","19","H492","45,51,34","10,8,5","45.85944444444445","10.134722222222221"
"2617","Romano Di Lombardia","90","19","H509","45,31,16","9,45,22","45.52111111111111","9.75611111111111"
"2618","Roncobello","90","19","H535","45,57,27","9,44,29","45.9575","9.741388888888888"
"2619","Roncola","90","19","H544","45,46,39","9,33,27","45.777499999999996","9.557500000000001"
"2620","Rovetta","90","19","H615","45,53,36","9,59,18","45.89333333333333","9.988333333333333"
"2621","San Giovanni Bianco","90","19","H910","45,52,39","9,39,12","45.8775","9.653333333333334"
"2622","San Pellegrino Terme","90","19","I079","45,50,21","9,39,51","45.83916666666667","9.664166666666667"
"2623","Santa Brigida","90","19","I168","45,59,0","9,37,31","45.983333333333334","9.625277777777779"
"2624","Sarnico","90","19","I437","45,40,12","9,57,23","45.669999999999995","9.956388888888888"
"2625","Scanzorosciate","90","19","I506","45,42,49","9,44,7","45.71361111111111","9.735277777777776"
"2626","Schilpario","90","19","I530","46,0,37","10,9,15","46.01027777777778","10.154166666666667"
"2627","Sedrina","90","19","I567","45,47,6","9,37,43","45.785","9.62861111111111"
"2628","Selvino","90","19","I597","45,47,11","9,45,29","45.78638888888889","9.758055555555556"
"2629","Seriate","90","19","I628","45,41,14","9,43,18","45.68722222222222","9.721666666666668"
"2630","Serina","90","19","D111","45,52,28","9,43,50","45.87444444444444","9.730555555555556"
"2631","Solto Collina","90","19","I812","45,47,8","10,1,39","45.785555555555554","10.027500000000002"
"2632","Solza","90","19","I813","45,40,44","9,29,21","45.678888888888885","9.489166666666666"
"2633","Songavazzo","90","19","I830","45,52,57","9,59,25","45.8825","9.990277777777777"
"2634","Sorisole","90","19","I858","45,44,49","9,39,47","45.746944444444445","9.663055555555555"
"2635","Sotto Il Monte Giovanni Xxiii","90","19","I869","45,42,33","9,30,7","45.70916666666667","9.501944444444444"
"2636","Sovere","90","19","I873","45,49,27","10,1,20","45.82416666666667","10.022222222222224"
"2637","Spinone Al Lago","90","19","I916","45,45,58","9,55,23","45.76611111111111","9.923055555555555"
"2638","Spirano","90","19","I919","45,34,59","9,40,9","45.58305555555556","9.669166666666666"
"2639","Stezzano","90","19","I951","45,39,5","9,39,12","45.65138888888889","9.653333333333334"
"2640","Strozza","90","19","I986","45,46,35","9,34,41","45.77638888888889","9.578055555555554"
"2641","Suisio","90","19","I997","45,39,23","9,30,1","45.656388888888884","9.500277777777777"
"2642","Taleggio","90","19","L037","45,53,39","9,34,8","45.89416666666666","9.568888888888889"
"2643","Tavernola Bergamasca","90","19","L073","45,42,42","10,2,47","45.711666666666666","10.046388888888888"
